F.Year,Year,Quarter,Month,Product,Amount,Transaction Type
2021-22, 2022,Q4, JANUARY,CHILLI,59200,Sales
2021-22, 2022,Q4, FEBRUARY,CHILLI,702320,Sales
2021-22, 2022,Q4, MARCH,CHILLI,97110,Sales
2021-22, 2021,Q1, JUNE,CHILLI POWDER,209124,Sales
2021-22, 2021,Q2, JULY,CHILLI POWDER,403200,Sales
2021-22, 2021,Q2, AUGUST,CHILLI POWDER,921200,Sales
2021-22, 2021,Q2, SEPTEMBER,CHILLI POWDER,417140,Sales
2021-22, 2021,Q3, OCTOBER,CHILLI POWDER,302031,Sales
2021-22, 2021,Q3, NOVEMBER,CHILLI POWDER,69600,Sales
2021-22, 2021,Q3, DECEMBER,CHILLI POWDER,319716,Sales
2021-22, 2022,Q4, JANUARY,CHILLI POWDER,656000,Sales
2021-22, 2022,Q4, FEBRUARY,CHILLI POWDER,348000,Sales
2021-22, 2022,Q4, MARCH,CHILLI POWDER,300000,Sales
2021-22, 2021,Q1, APRIL,COTTON SEED,194640,Sales
2021-22, 2021,Q1, MAY,COTTON SEED,370000,Sales
2021-22, 2021,Q1, JUNE,COTTON SEED,503320,Sales
2021-22, 2021,Q2, JULY,COTTON SEED,174240,Sales
2021-22, 2021,Q2, AUGUST,COTTON SEED,740640,Sales
2021-22, 2021,Q2, SEPTEMBER,COTTON SEED,52800,Sales
2021-22, 2021,Q3, OCTOBER,COTTON SEED,483780,Sales
2021-22, 2021,Q3, NOVEMBER,COTTON SEED,195190,Sales
2021-22, 2021,Q3, DECEMBER,COTTON SEED,328880,Sales
2021-22, 2022,Q4, JANUARY,COTTON SEED,349490,Sales
2021-22, 2022,Q4, FEBRUARY,COTTON SEED,379040,Sales
2021-22, 2022,Q4, MARCH,COTTON SEED,673160,Sales
2021-22, 2021,Q1, JUNE,CORRIANDER,23597,Sales
2021-22, 2021,Q2, JULY,CORRIANDER,17574,Sales
2021-22, 2021,Q2, SEPTEMBER,CORRIANDER,41339,Sales
2021-22, 2021,Q3, NOVEMBER,CORRIANDER,28734,Sales
2021-22, 2021,Q3, DECEMBER,CORRIANDER,14860,Sales
2021-22, 2022,Q4, JANUARY,CORRIANDER,44866,Sales
2021-22, 2022,Q4, FEBRUARY,CORRIANDER,103000,Sales
2021-22, 2022,Q4, MARCH,CORRIANDER,36340,Sales
2021-22, 2021,Q1, APRIL,CORRIANDER POWDER,3226200,Sales
2021-22, 2021,Q1, MAY,CORRIANDER POWDER,2565000,Sales
2021-22, 2021,Q1, JUNE,CORRIANDER POWDER,1541381,Sales
2021-22, 2021,Q2, JULY,CORRIANDER POWDER,2650500,Sales
2021-22, 2021,Q2, AUGUST,CORRIANDER POWDER,2813900,Sales
2021-22, 2021,Q2, SEPTEMBER,CORRIANDER POWDER,2757300,Sales
2021-22, 2021,Q3, OCTOBER,CORRIANDER POWDER,2282484,Sales
2021-22, 2021,Q3, NOVEMBER,CORRIANDER POWDER,2428200,Sales
2021-22, 2021,Q3, DECEMBER,CORRIANDER POWDER,2783500,Sales
2021-22, 2022,Q4, JANUARY,CORRIANDER POWDER,2798400,Sales
2021-22, 2022,Q4, FEBRUARY,CORRIANDER POWDER,2260500,Sales
2021-22, 2022,Q4, MARCH,CORRIANDER POWDER,2883600,Sales
2021-22, 2021,Q2, AUGUST,NEEM SEED,4308083,Sales
2021-22, 2021,Q2, SEPTEMBER,NEEM SEED,6923863,Sales
2021-22, 2021,Q3, OCTOBER,NEEM SEED,990045,Sales
2021-22, 2022,Q4, MARCH,NEEM SEED,42040,Sales
2021-22, 2021,Q1, APRIL,CASTER SEED,1623580,Sales
2021-22, 2021,Q1, MAY,CASTER SEED,1247330,Sales
2021-22, 2021,Q1, JUNE,CASTER SEED,1742656,Sales
2021-22, 2021,Q2, JULY,CASTER SEED,317520,Sales
2021-22, 2021,Q2, SEPTEMBER,CASTER SEED,283500,Sales
2021-22, 2021,Q1, JUNE,TURMERIC POWDER,2619,Sales
2021-22, 2021,Q3, OCTOBER,TURMERIC POWDER,3144,Sales
2021-22, 2022,Q4, JANUARY,TURMERIC POWDER,9600,Sales
2021-22, 2022,Q4, MARCH,GROUNDNUT OIL CAKE,179700,Sales
2021-22, 2021,Q1, APRIL,JOWAR,118800,Sales
2021-22, 2021,Q1, MAY,JOWAR,568560,Sales
2021-22, 2021,Q1, JUNE,JOWAR,351920,Sales
2021-22, 2021,Q2, JULY,JOWAR,66600,Sales
2021-22, 2021,Q2, AUGUST,JOWAR,52200,Sales
2021-22, 2021,Q3, DECEMBER,JOWAR,189450,Sales
2021-22, 2022,Q4, JANUARY,JOWAR,330620,Sales
2021-22, 2022,Q4, FEBRUARY,JOWAR,148400,Sales
2021-22, 2022,Q4, MARCH,JOWAR,392180,Sales
2021-22, 2021,Q1, APRIL,MAIZE,960420,Sales
2021-22, 2021,Q1, MAY,MAIZE,556622,Sales
2021-22, 2021,Q1, JUNE,MAIZE,304350,Sales
2021-22, 2021,Q2, JULY,MAIZE,1707455,Sales
2021-22, 2021,Q2, AUGUST,MAIZE,1056890,Sales
2021-22, 2021,Q2, SEPTEMBER,MAIZE,509740,Sales
2021-22, 2021,Q3, OCTOBER,MAIZE,1077630,Sales
2021-22, 2021,Q3, NOVEMBER,MAIZE,939250,Sales
2021-22, 2021,Q3, DECEMBER,MAIZE,1059530,Sales
2021-22, 2022,Q4, JANUARY,MAIZE,1964935,Sales
2021-22, 2022,Q4, FEBRUARY,MAIZE,3942703,Sales
2021-22, 2022,Q4, MARCH,MAIZE,2556940,Sales
2021-22, 2021,Q2, SEPTEMBER,RAGI FLOUR,381000,Sales
2021-22, 2021,Q3, OCTOBER,RAGI FLOUR,30000,Sales
2021-22, 2022,Q4, JANUARY,RAGI FLOUR,38100,Sales
2021-22, 2021,Q1, APRIL,BAJRA,143400,Sales
2021-22, 2021,Q1, MAY,BAJRA,1047300,Sales
2021-22, 2021,Q1, JUNE,BAJRA,1190400,Sales
2021-22, 2021,Q2, JULY,BAJRA,22000,Sales
2021-22, 2021,Q2, AUGUST,BAJRA,21560,Sales
2021-22, 2021,Q2, SEPTEMBER,BAJRA,23840,Sales
2021-22, 2021,Q3, OCTOBER,BAJRA,900,Sales
2021-22, 2021,Q3, NOVEMBER,BAJRA,105450,Sales
2021-22, 2021,Q3, DECEMBER,BAJRA,134250,Sales
2021-22, 2022,Q4, JANUARY,BAJRA,54610,Sales
2021-22, 2022,Q4, FEBRUARY,BAJRA,131356,Sales
2021-22, 2022,Q4, MARCH,BAJRA,317870,Sales
2021-22, 2021,Q1, MAY,VARAGU,96800,Sales
2021-22, 2021,Q1, JUNE,VARAGU,16000,Sales
2021-22, 2021,Q2, JULY,VARAGU,836080,Sales
2021-22, 2021,Q2, AUGUST,VARAGU,214665,Sales
2021-22, 2021,Q2, SEPTEMBER,VARAGU,22500,Sales
2021-22, 2021,Q3, OCTOBER,VARAGU,42000,Sales
2021-22, 2021,Q3, DECEMBER,VARAGU,376355,Sales
2021-22, 2022,Q4, JANUARY,VARAGU,2200,Sales
2021-22, 2022,Q4, MARCH,VARAGU,414630,Sales
2021-22, 2021,Q1, APRIL,RAGI,31600,Sales
2021-22, 2021,Q1, MAY,RAGI,354700,Sales
2021-22, 2021,Q1, JUNE,RAGI,77650,Sales
2021-22, 2021,Q2, JULY,RAGI,58800,Sales
2021-22, 2021,Q2, AUGUST,RAGI,301500,Sales
2021-22, 2021,Q2, SEPTEMBER,RAGI,280500,Sales
2021-22, 2021,Q3, OCTOBER,RAGI,27200,Sales
2021-22, 2021,Q3, NOVEMBER,RAGI,40300,Sales
2021-22, 2021,Q3, DECEMBER,RAGI,66700,Sales
2021-22, 2022,Q4, JANUARY,RAGI,43540,Sales
2021-22, 2022,Q4, FEBRUARY,RAGI,47770,Sales
2021-22, 2022,Q4, MARCH,RAGI,27000,Sales
2021-22, 2022,Q4, JANUARY,CATTLE FEED,11500,Sales
2021-22, 2022,Q4, MARCH,CATTLE FEED,155520,Sales
2021-22, 2021,Q2, AUGUST,COTTON SEED CAKE,17800,Sales
2021-22, 2021,Q3, OCTOBER,COTTON SEED CAKE,30260,Sales
2021-22, 2021,Q3, DECEMBER,COTTON SEED CAKE,151300,Sales
2021-22, 2022,Q4, JANUARY,COTTON SEED CAKE,150810,Sales
2021-22, 2022,Q4, FEBRUARY,COTTON SEED CAKE,41250,Sales
2021-22, 2022,Q4, MARCH,COTTON SEED CAKE,181430,Sales
2021-22, 2022,Q4, MARCH,BRAN OF CUMBU,36100,Sales
2021-22, 2021,Q3, OCTOBER,BRAN,8400,Sales
2021-22, 2022,Q4, JANUARY,BRAN,52000,Sales
2021-22, 2022,Q4, FEBRUARY,BRAN,11400,Sales
2021-22, 2022,Q4, MARCH,BRAN,199500,Sales
2021-22, 2021,Q3, DECEMBER,URID DUST,10500,Sales
2021-22, 2022,Q4, MARCH,URID DUST,149900,Sales
2021-22, 2021,Q3, NOVEMBER,THINAI,22780,Sales
2021-22, 2021,Q3, DECEMBER,THINAI,1800,Sales
2021-22, 2022,Q4, JANUARY,THINAI,4000,Sales
2021-22, 2022,Q4, FEBRUARY,THINAI,18300,Sales
2021-22, 2022,Q4, MARCH,THINAI,121060,Sales
R,THINAI,1800,Sales
2021-22, 2022,Q4, JANUARY,THINAI,4000,Sales
2021-22, 2022,Q4, FEBRUARY,THINAI,18300,Sales
2021-22, 2022,Q4, MARCH,THINAI,121060,Sales
